# File S1. Bacterial ASV abundance table and taxonomic annotation for 28 coral colonies at baseline/control conditions.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ICN_G01,ICN_G02,ICN_G03,ICN_G04,ICN_G05,ICN_G06,ICN_G07,AF_G01,AF_G02,AF_G03,AF_G04,AF_G05,AF_G06,AF_G07,ExT_G01,PrT_G01,ExT_G02,PrT_G02,ExT_G03,PrT_G03,ExT_G04,PrT_G04,ExT_G05,PrT_G05,ExT_G06,PrT_G06,ExT_G07,PrT_G07,Phylum,Class,Order,Family,Genus,Species
ASV0125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,67,66,24,282,249,360,28,34,30,72,55,220,137,Proteobacteria,Alphaproteobacteria,Micavibrionales,Micavibrionaceae,NA,NA
ASV0126,0,0,0,8,2186,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chlamydiae,Chlamydiae,Chlamydiales,Simkaniaceae,Ga0074140,NA
ASV0127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Nautella,NA
ASV0128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,48,0,193,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Ruegeria,NA
ASV0129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Leisingera,NA
ASV0130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,24,52,257,424,28,8,27,20,0,74,54,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Burkholderia-Caballeronia-Paraburkholderia,NA
ASV0131,0,0,0,0,0,0,0,352,83,208,216,97,139,51,0,0,29,0,0,0,0,0,47,0,0,0,0,0,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,NA,NA
ASV0132,0,0,0,0,0,0,0,194,80,87,246,74,51,76,0,0,0,0,0,0,0,0,0,0,0,34,0,0,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,NA
ASV0133,0,0,0,0,0,0,0,129,174,39,0,0,0,0,31,0,526,133,0,0,0,0,46,0,0,0,40,46,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,NA
ASV0134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,124,Proteobacteria,Alphaproteobacteria,Rhodospirillales,NA,NA,NA
ASV0135,0,91,0,0,0,97,0,0,132,0,0,0,64,295,0,0,0,0,0,0,0,0,0,0,0,0,0,77,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
ASV0136,0,0,0,0,0,0,0,0,0,0,19,8,0,0,0,0,116,16,167,0,94,0,31,154,148,111,0,0,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Oceanospirillum,NA
ASV0137,81,119,104,110,279,0,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Polynucleobacter,NA
ASV0138,0,0,0,0,0,0,0,60,19,0,51,0,0,50,0,0,0,24,0,0,192,0,0,0,58,77,79,0,Proteobacteria,Deltaproteobacteria,Bradymonadales,NA,NA,NA
ASV0139,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,60,0,0,0,0,0,85,0,80,112,0,0,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
ASV0140,0,0,1617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,NA
ASV0142,0,0,0,0,0,0,0,25,209,928,13,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Firmicutes,Clostridia,Clostridiales,Family_XII,Fusibacter,NA
ASV0143,0,0,0,0,0,0,0,14,91,35,18,0,15,19,0,0,196,0,88,0,193,0,29,79,72,35,37,8,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Oceanospirillum,NA
ASV0144,26,63,177,42,0,95,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,NA
ASV0145,0,0,0,0,0,2184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Cohaesibacter,NA
ASV0146,0,0,0,0,0,0,0,149,41,19,61,34,24,112,123,0,15,27,142,25,42,19,0,15,40,28,17,22,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,NA
ASV0147,0,17,0,0,0,0,39,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,HIMB11,NA
ASV0148,0,0,0,0,0,0,0,16,190,160,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Tepidibacter,NA
ASV0149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Photobacterium,NA
ASV0150,0,0,0,0,0,0,0,45,12,12,66,12,0,177,166,0,31,25,99,31,132,39,0,0,0,0,56,11,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Oceanicaulis,NA
ASV0151,0,0,0,0,0,0,0,173,0,0,0,0,0,209,0,0,0,0,0,0,0,0,117,0,0,0,0,0,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,NA
ASV0152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,30,13,208,36,154,0,21,34,37,69,74,25,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Thalassospiraceae,Thalassospira,NA
ASV0153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Firmicutes,Clostridia,Clostridiales,Family_XII,Fusibacter,NA
ASV0154,0,0,43,0,0,0,0,134,0,65,89,0,0,26,0,0,321,34,79,0,0,0,0,0,0,49,143,133,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,NA
ASV0155,0,0,0,0,0,0,0,121,62,163,63,16,178,36,85,0,0,26,17,77,10,0,0,0,0,0,0,0,Patescibacteria,Gracilibacteria,JGI_0000069-P22,NA,NA,NA
ASV0156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,62,37,49,69,193,128,34,0,0,0,0,0,0,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
ASV0157,0,0,0,0,0,0,0,34,0,0,0,0,0,18,83,0,0,22,34,0,55,0,12,0,20,102,0,27,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Leisingera,NA
ASV0158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,30,36,0,0,0,0,0,0,0,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Marivita,NA
ASV0159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Marinimicrobia_(SAR406_clade),NA,NA,NA,NA,NA
ASV0160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,550,0,221,0,0,0,0,0,0,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,NA
ASV0161,0,0,0,0,0,1882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Cohaesibacter,NA
ASV0162,0,0,0,0,0,0,0,49,29,23,48,12,13,31,83,0,16,18,79,12,71,39,40,78,62,61,41,79,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,NA
ASV0163,0,0,0,0,0,0,0,330,0,0,255,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,NA
ASV0164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Psychrosphaera,NA
ASV0166,0,0,0,0,0,0,0,43,59,0,94,0,0,262,0,0,203,119,0,0,0,0,0,0,0,0,0,0,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,NA,NA
ASV0168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,0,20,41,0,0,128,0,0,0,67,75,140,136,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Hyphomonas,NA
ASV0169,46,49,107,80,307,93,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Micrococcus,NA
ASV0170,0,0,0,0,0,0,0,0,160,402,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,NA,NA
ASV0171,0,0,0,0,0,0,0,49,0,0,40,3,0,9,0,0,14,0,75,20,84,0,13,61,23,32,18,10,Nanoarchaeaeota,Woesearchaeia,NA,NA,NA,NA
ASV0172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
ASV0173,0,0,0,0,0,1682,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Proteobacteria,Alphaproteobacteria,Rhizobiales,Stappiaceae,Labrenzia,NA
ASV0174,0,0,0,0,0,0,0,14,87,0,0,0,93,43,0,0,0,0,0,0,0,0,0,0,0,0,0,69,NA,NA,NA,NA,NA,NA
ASV0175,0,0,0,0,0,0,0,28,0,0,16,0,0,20,137,24,0,23,85,52,247,0,0,0,17,0,0,0,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Oceanicaulis,NA
ASV0176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,111,0,0,0,277,249,67,0,0,40,0,40,8,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,NA
ASV0177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,49,0,89,0,0,0,233,0,262,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Kistimonas,NA
ASV0178,0,0,0,0,0,0,0,16,30,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,7,0,0,0,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Photobacterium,NA
ASV0179,0,0,0,0,0,0,0,85,131,130,0,76,24,31,22,0,0,0,134,0,0,0,0,0,23,0,0,0,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Nitrincolaceae,Neptuniibacter,NA
ASV0181,0,0,0,0,0,0,0,0,50,334,70,0,483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Arcobacteraceae,Arcobacter,NA
ASV0182,0,0,0,0,0,0,0,25,0,0,28,15,24,19,25,16,74,80,0,0,39,0,97,29,49,46,56,47,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,NA
ASV0183,0,0,0,0,0,0,0,0,0,0,60,0,0,0,39,0,0,0,52,0,21,0,29,26,52,66,30,75,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,NA
ASV0184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,52,0,26,186,105,60,0,0,0,0,0,0,0,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Maricaulis,NA
ASV0185,0,0,0,0,0,0,0,284,0,178,135,64,88,18,0,0,22,0,0,0,0,0,0,0,0,0,0,0,Proteobacteria,Gammaproteobacteria,Alteromonadales,NA,NA,NA
ASV0186,0,0,0,966,0,549,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pseudoruegeria,NA
ASV0187,0,0,0,0,0,0,0,0,0,0,15,0,0,0,221,0,14,0,44,48,147,0,0,0,9,17,20,18,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Henriciella,NA
ASV0188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,0,0,28,44,0,0,0,0,0,0,0,0,8,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Leisingera,NA
ASV0189,0,0,0,1521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Roseitalea,NA
ASV0190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,840,0,0,0,0,0,0,0,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Kistimonas,NA
ASV0192,0,0,0,1507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Actinobacteria,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,Ilumatobacter,NA
ASV0193,0,0,0,0,0,0,0,67,90,0,0,0,0,0,39,0,0,0,61,0,0,14,0,0,0,0,0,46,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Tropicibacter,NA
ASV0194,0,0,0,0,0,0,0,87,0,0,157,47,0,69,0,0,0,0,0,0,38,0,28,55,38,0,36,0,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Marinomonadaceae,Marinomonas,NA
ASV0195,0,0,0,0,0,0,0,0,52,58,44,0,121,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Arcobacteraceae,Arcobacter,NA
ASV0196,0,0,0,0,0,0,0,0,42,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA,NA
ASV0197,0,0,0,0,0,0,0,22,148,0,0,0,137,30,0,0,135,0,0,0,0,0,0,0,0,0,0,61,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Nitrincolaceae,NA,NA
ASV0198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,NA,NA
ASV0199,0,0,0,0,0,0,0,111,112,0,0,31,92,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,Proteobacteria,Alphaproteobacteria,NA,NA,NA,NA
ASV0200,0,35,0,0,0,119,0,27,73,0,0,0,50,0,35,0,0,14,0,0,20,0,0,0,0,0,0,61,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pseudoruegeria,NA
ASV0201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Pseudohongiellaceae,Pseudohongiella,NA
ASV0202,0,0,0,0,0,0,0,49,26,0,117,0,0,77,0,0,43,33,221,0,98,0,0,0,0,0,48,0,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,NA
ASV0203,0,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,NA
ASV0204,0,0,0,0,0,0,0,89,25,0,36,16,4,60,74,0,3,14,0,0,81,5,0,0,0,0,0,0,Proteobacteria,Alphaproteobacteria,Micavibrionales,Micavibrionaceae,NA,NA
ASV0205,0,0,0,0,0,0,0,25,47,52,25,0,12,0,0,0,0,0,0,9,0,0,0,0,0,0,7,0,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Arcobacteraceae,Arcobacter,NA
ASV0206,0,0,0,0,0,0,0,72,114,71,0,0,153,74,0,0,0,0,0,0,0,0,39,0,0,0,0,0,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,NA,NA
ASV0207,0,0,0,0,0,0,0,0,147,80,0,0,42,0,0,0,0,0,0,0,0,0,124,0,0,0,0,0,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Catenococcus,NA
ASV0208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,14,0,0,111,0,36,0,0,0,30,21,44,34,Proteobacteria,Alphaproteobacteria,Rhodovibrionales,Kiloniellaceae,Tistlia,NA
ASV0209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,37,107,0,53,0,22,40,48,60,90,98,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,NA
ASV0210,0,0,0,279,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
ASV0211,18,42,190,45,178,78,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,NA,NA
ASV0212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Magnetospiraceae,NA,NA
ASV0213,0,0,71,26,0,0,0,55,30,0,46,26,101,32,0,0,0,0,18,0,0,17,0,0,38,82,43,0,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,NA
ASV0214,0,0,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,138,0,0,0,0,0,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Ferrimonas,NA
ASV0215,0,0,0,1251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,Actinobacteria,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,Ilumatobacter,NA
ASV0216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1242,0,0,0,0,0,Firmicutes,Clostridia,Clostridiales,Family_XII,Fusibacter,NA
ASV0217,0,0,0,0,181,1006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Halodesulfovibrio,NA
ASV0218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,0,0,0,0,0,0,0,0,0,0,0,Proteobacteria,Alphaproteobacteria,Rhodospirillales,NA,NA,NA
ASV0219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
ASV0220,0,0,0,0,0,0,0,0,53,0,0,0,126,0,0,0,46,0,21,0,0,0,0,0,0,0,67,42,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Aureivirga,NA
ASV0221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Phaeobacter,NA
ASV0222,0,0,0,0,0,0,0,19,0,0,10,0,0,0,29,12,0,0,31,30,40,0,0,21,0,26,34,0,Proteobacteria,Alphaproteobacteria,Rhizobiales,Stappiaceae,Labrenzia,NA
ASV0223,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Arcobacteraceae,Arcobacter,NA
ASV0224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,NA
ASV0225,0,0,0,0,0,0,0,16,0,0,12,0,0,47,43,0,0,22,55,21,150,0,0,34,24,29,107,0,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oleiphilaceae,Oleiphilus,NA
ASV0226,0,0,0,1132,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Planctomycetes,Planctomycetacia,Planctomycetales,Rubinisphaeraceae,Rubinisphaera,NA
ASV0227,0,39,155,0,226,25,340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Epsilonbacteraeota,Campylobacteria,Campylobacterales,NA,NA,NA
ASV0229,0,46,29,77,232,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,NA,NA
ASV0230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1108,0,0,0,0,0,Firmicutes,Clostridia,Clostridiales,Family_XII,Fusibacter,NA
ASV0231,22,40,67,0,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Variovorax,NA
ASV0232,0,0,0,0,0,0,0,164,0,19,168,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,NA,NA
ASV0233,0,0,0,0,0,0,0,97,60,95,59,0,178,0,0,0,52,0,0,0,0,0,43,0,0,0,0,0,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,NA,NA
ASV0234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,NA
ASV0235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
ASV0236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,62,0,168,0,0,0,0,0,0,0,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Maricaulis,NA
ASV0237,0,0,0,0,0,0,0,22,0,0,23,16,14,17,26,0,63,34,14,0,43,0,19,0,0,0,12,20,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,NA
ASV0238,0,0,0,0,0,0,0,86,0,0,30,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,43,Proteobacteria,Deltaproteobacteria,Bradymonadales,NA,NA,NA
ASV0239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1034,0,0,0,0,0,Firmicutes,Clostridia,Clostridiales,Family_XII,Fusibacter,NA
ASV0240,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Thalassotalea,NA
ASV0241,0,0,0,0,0,0,0,20,6,4,10,0,0,32,0,0,17,4,88,0,150,0,25,0,11,39,40,42,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,Peredibacter,NA
ASV0242,0,102,138,95,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Limnohabitans,NA
ASV0243,34,9,112,0,191,0,12,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,9,0,0,0,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
ASV0244,0,0,0,0,0,0,0,98,41,59,39,17,83,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Catenococcus,NA
ASV0246,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,13,0,35,0,12,9,0,15,9,0,43,84,Cyanobacteria,Sericytochromatia,NA,NA,NA,NA
ASV0247,0,214,0,145,0,0,0,34,31,0,39,18,0,31,11,0,0,0,0,5,0,2,0,0,0,0,0,29,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Marivita,NA
ASV0248,0,0,0,951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Filomicrobium,NA
ASV0249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,822,0,0,66,0,0,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,Saprospira,NA
ASV0250,55,0,40,0,303,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Limnohabitans,NA
ASV0251,0,0,0,0,0,0,0,44,104,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Catenococcus,NA
ASV0252,0,0,0,0,0,0,0,22,0,0,18,0,3,0,56,0,0,0,27,0,30,0,12,0,18,34,0,0,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Aestuariibacter,NA
ASV0253,208,0,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,NA
ASV0254,0,0,0,686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Erythrobacter,NA
ASV0255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Thiobacimonas,NA
ASV0256,14,17,60,30,313,27,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Aurantimicrobium,NA
ASV0257,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,NA
